token	lemma	pos	morphosyntactic_features	author	text_id	title	line_number
ductat	ducto	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	25
Rex	Rex	PROPN	{Case: [nominative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	25
ipse	ipse	DET	{Case: [nominative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	25
cohortes	cohors	NOUN	{Case: [accusative], Gender: [feminine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	25
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	25
Insolitum	insolitum	PROPN	{Case: [accusative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	26
que	que	PRON	{Case: [accusative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	26
suis	suus	ADJ	{Case: [ablative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	26
per	per	ADP	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	26
freta	ferno	NOUN	{Case: [accusative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	26
monstrat	monstro	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	26
iter	iter	NOUN	{Case: [accusative], Gender: [neuter], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	26
.	.	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	26
Aenea	Aeneus	PROPN	{Case: [ablative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	27
cornipedum	cornipes	NOUN	{Case: [accusative], Gender: [neuter], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	27
fixos	fixus	VERB	{Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	27
terit	tero	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [future], VerbForm: [finite], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	27
ungula	ungula	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	27
fluctus	fluctus	NOUN	{Case: [genitive], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	27
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	27
Per	Per	ADP	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	28
vitreos	uitreus	ADJ	{Case: [accusative], Gender: [masculine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	28
campos	campos	NOUN	{Case: [accusative], Gender: [masculine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	28
agmina	agminum	NOUN	{Case: [accusative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	28
cana	canus	ADJ	{Case: [accusative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	28
meant	meo	VERB	{Mood: [subjunctive], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	28
.	.	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	28
Si	si	SCONJ	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	29
gessit	gero	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	29
triplici	triplex	ADJ	{Case: [ablative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	29
praecordia	praecordia	NOUN	{Case: [ablative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	29
juncta	junco	VERB	{Case: [ablative], Gender: [feminine], Number: [singular], VerbForm: [participle], Voice: [passive]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	29
metallo	metallum	NOUN	{Case: [ablative], Gender: [neuter], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	29
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	29
Qui	qui	PRON	{Case: [nominative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	30
docuit	doceo	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	30
primus	primus	ADJ	{Case: [nominative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	30
caerula	chaerula	NOUN	{Case: [accusative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	30
ferre	fero	VERB	{VerbForm: [infinitive, infinitive], Tense: [present], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	30
ratem	ratis	NOUN	{Case: [accusative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	30
;	;	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	30
Pectora	Pectora	PROPN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	31
quae	qui	PRON	{Case: [nominative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	31
fuerint	sum	AUX	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	31
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	31
quamque	quamque	ADV	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	31
impavidissima	impavidissima	ADJ	{Case: [nominative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	31
nostris	noster	ADJ	{Case: [dative], Gender: [masculine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	31
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	31
Qui	qui	PRON	{Case: [nominative], Gender: [masculine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	32
nulla	nullus	ADJ	{Case: [accusative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	32
calcant	calco	VERB	{Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	32
aequora	aequor	NOUN	{Case: [accusative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	32
strata	strata	VERB	{Case: [nominative], Gender: [neuter], Number: [plural], VerbForm: [participle], Voice: [passive]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	32
trabe	trabe	NOUN	{Case: [ablative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	32
!	!	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	32
Non	Non	PART	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	33
vos	uos	PRON	{Case: [nominative], Gender: [masculine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	33
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	33
Isacides	Isacides	PROPN	{Case: [nominative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	33
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	33
divina	diuinus	ADJ	{Case: [ablative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	33
potentia	potentia	NOUN	{Case: [ablative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	33
solos	solus	ADJ	{Case: [accusative], Gender: [masculine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	33
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	33
Nos	Nos	PRON	{Case: [nominative], Gender: [masculine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	34
quoque	quoque	ADV	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	34
praesenti	praesens	ADJ	{Case: [dative], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	34
nobilitavit	nobilito	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	34
ope	ops	NOUN	{Case: [ablative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	34
Illinc	illinc	ADV	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	35
seu	seu	CCONJ	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	35
gemini	geminus	NOUN	{Case: [nominative], Gender: [masculine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	35
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	35
sublimia	sublimis	ADJ	{Case: [accusative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	35
flumina	flumen	NOUN	{Case: [accusative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	35
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	35
muri	murus	NOUN	{Case: [genitive], Gender: [neuter], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	35
Erecta	Erecta	PROPN	{Case: [nominative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	36
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	36
et	et	CCONJ	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	36
sicco	siccus	ADJ	{Case: [ablative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	36
sunt	sum	AUX	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	36
vada	uadum	NOUN	{Case: [nominative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	36
tacta	tango	VERB	{Case: [nominative], Gender: [neuter], Number: [plural], Tense: [past], VerbForm: [participle], Voice: [passive]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	36
pede	pes	NOUN	{Case: [ablative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	36
.	.	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	36
Pensilis	Pensilis	PROPN	{Case: [nominative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	37
hinc	hinc	ADV	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	37
fornix	fornix	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	37
et	et	CCONJ	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	37
pons	pons	NOUN	{Case: [nominative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	37
christallinus	christallinus	ADJ	{Case: [nominative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	37
undas	unda	NOUN	{Case: [accusative], Gender: [feminine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	37
Induit	induit	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	38
insuetum	insuetus	ADJ	{Case: [accusative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	38
his	hic	DET	{Case: [dative], Gender: [masculine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	38
imposuit	imposuit	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	38
que	que	CCONJ	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	38
jugum	jugum	NOUN	{Case: [accusative], Gender: [neuter], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	38
;	;	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	38
Neutris	Neutres	PROPN	{Case: [genitive], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	39
fluxa	fluo	VERB	{Case: [ablative], Gender: [feminine], Number: [singular], VerbForm: [participle], Voice: [passive]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	39
fldes	fls	ADJ	{Case: [ablative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	39
elementis	elementum	NOUN	{Case: [ablative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	39
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	39
consita	conseo	VERB	{Case: [ablative], Gender: [feminine], Number: [singular], VerbForm: [participle], Voice: [passive]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	39
neutris	neutrus	ADJ	{Case: [ablative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	39
Neptuni	Neptunus	PROPN	{Case: [nominative], Gender: [masculine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	40
movit	mosco	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	40
turbine	turbo	NOUN	{Case: [ablative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	40
bilis	bilis	ADJ	{Case: [nominative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	40
aquas	aqua	NOUN	{Case: [accusative], Gender: [feminine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	40
.	.	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	40
Utraque	Utraque	DET	{Case: [nominative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	41
gens	gens	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	41
victis	uinco	VERB	{Case: [dative], Gender: [masculine], Number: [plural], Tense: [past], VerbForm: [participle], Voice: [passive]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	41
illustrior	illustrus	ADJ	{Case: [nominative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	41
hostibus	hostis	NOUN	{Case: [ablative], Gender: [masculine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	41
egit	ago	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	41
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	41
Utraque	Utraque	DET	{Case: [nominative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	42
gens	gens	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	42
terris	terra	NOUN	{Case: [ablative], Gender: [feminine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	42
ditibus	des	NOUN	{Case: [ablative], Gender: [masculine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	42
aucta	auco	VERB	{Case: [nominative], Gender: [feminine], Number: [singular], VerbForm: [participle], Voice: [passive]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	42
fuit	sum	AUX	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	42
.	.	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	42
Quaeris	Quaeris	PROPN	{Case: [ablative], Gender: [feminine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	43
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	43
cur	cur	ADV	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	43
similes	similis	ADJ	{Case: [nominative], Gender: [masculine], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	43
referant	refero	VERB	{Mood: [subjunctive], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	43
miracula	miraculum	NOUN	{Case: [accusative], Gender: [neuter], Number: [plural]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	43
casus	casus	NOUN	{Case: [nominative], Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	43
?	?	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	43
Utraque	Utraque	DET	{Case: [nominative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	44
gens	gens	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	44
nixa	nitor	VERB	{Case: [nominative], Gender: [feminine], Number: [singular], VerbForm: [participle], Voice: [passive]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	44
est	sum	AUX	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	44
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	44
utraque	uterque	DET	{Case: [nominative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	44
causa	causa	NOUN	{Case: [nominative], Gender: [feminine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	44
,	,	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	44
Deo	deus	NOUN	{Gender: [masculine], Number: [singular]}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	44
.	.	PUNCT	{}	lind	lind_1	In transitum regis Caroli Gustavi per mare Balticum glacie constrictum anno 1658	44
Suaviloquens	Suaviloquo	VERB	{Case: [nominative], Gender: [masculine], Number: [singular], VerbForm: [participle], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	1
Urbane	Urbane	PROPN	{Case: [vocative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	1
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	1
pater	pater	NOUN	{Case: [nominative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	1
cui	qui	PRON	{Case: [dative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	1
certus	certus	ADJ	{Case: [nominative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	1
Apollo	Apollo	PROPN	{Case: [nominative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	1
Et	et	CCONJ	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	2
chelyn	chelyn	ADJ	{Case: [nominative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	2
et	et	CCONJ	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	2
medicae	medicus	ADJ	{Case: [dative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	2
munera	munus	NOUN	{Case: [accusative], Gender: [neuter], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	2
donat	dono	VERB	{Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	2
opis	opa	NOUN	{Case: [dative], Gender: [feminine], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	2
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	2
Qui	Qui	PRON	{Case: [nominative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	3
tuus	tuus	ADJ	{Case: [nominative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	3
est	sum	AUX	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	3
candor	candor	NOUN	{Case: [nominative], Gender: [masculine], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	3
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	3
veniam	uenio	VERB	{Mood: [indicative], Number: [singular], Person: [first], Tense: [future], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	3
concede	concedeo	VERB	{Mood: [imperative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	3
sodali	sodalis	ADJ	{Case: [ablative], Gender: [neuter], Number: [singular]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	3
,	,	PUNCT	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	3
Carmina	Carmen	NOUN	{Case: [accusative], Gender: [neuter], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	4
si	si	SCONJ	{}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	4
meritis	meritum	NOUN	{Case: [ablative], Gender: [neuter], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	4
fers	fero	VERB	{Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	4
leviora	levus	ADJ	{Case: [accusative], Gender: [neuter], Number: [plural]}	columb	columb_1	In nuptias dn. Urbani Hiärnes et Mariae Swaans (1676)	4
